date,station_id,station_name,inverter_id,inverter_sn,inverter_model,inverter_rated_kw,daily_production_kwh,full_hour,money,raw_energy_value,raw_energy_unit,raw_energy_scale
2025-08-22,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,197.0,3.28,59.1,197.0,kWh,1
2025-08-23,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,518.7,8.65,155.61,518.7,kWh,1
2025-08-24,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,514.6,8.58,154.38,514.6,kWh,1
2025-08-25,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,508.0,8.47,152.4,508.0,kWh,1
2025-08-26,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,419.8,7.0,125.94,419.8,kWh,1
2025-08-27,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,494.4,8.24,148.32,494.4,kWh,1
2025-08-28,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,241.5,4.03,72.45,241.5,kWh,1
2025-08-29,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,433.6,7.23,130.08,433.6,kWh,1
2025-08-30,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,474.1,7.9,142.23,474.1,kWh,1
2025-08-31,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,493.3,8.22,147.99,493.3,kWh,1
2025-09-01,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,449.6,7.49,134.88,449.6,kWh,1
2025-09-02,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,400.4,6.67,120.12,400.4,kWh,1
2025-09-03,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,195.4,3.26,58.62,195.4,kWh,1
2025-09-04,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,261.7,4.36,78.51,261.7,kWh,1
2025-09-05,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,491.5,8.19,147.45,491.5,kWh,1
2025-09-06,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,457.7,7.63,137.31,457.7,kWh,1
2025-09-07,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,327.9,5.47,98.37,327.9,kWh,1
2025-09-08,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,302.8,5.05,90.84,302.8,kWh,1
2025-09-15,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,281.2,4.69,84.36,281.2,kWh,1
2025-09-16,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,464.6,7.74,139.38,464.6,kWh,1
2025-09-17,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,465.1,7.75,139.53,465.1,kWh,1
2025-09-18,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,458.5,7.64,137.55,458.5,kWh,1
2025-09-19,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,446.3,7.44,133.89,446.3,kWh,1
2025-09-20,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,465.9,7.77,139.77,465.9,kWh,1
2025-09-21,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,307.7,5.13,92.31,307.7,kWh,1
2025-09-22,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,471.8,7.86,141.54,471.8,kWh,1
2025-09-23,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,463.8,7.73,139.14,463.8,kWh,1
2025-09-24,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,473.4,7.89,142.02,473.4,kWh,1
2025-09-25,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,458.8,7.65,137.64,458.8,kWh,1
2025-09-26,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,463.8,7.73,139.14,463.8,kWh,1
2025-09-27,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,156.8,2.61,47.04,156.8,kWh,1
2025-09-28,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,391.6,6.53,117.48,391.6,kWh,1
2025-09-29,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,292.8,4.88,87.84,292.8,kWh,1
2025-09-30,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,240.9,4.02,72.27,240.9,kWh,1
2025-10-01,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,333.4,5.56,100.02,333.4,kWh,1
2025-10-02,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,255.8,4.26,76.74,255.8,kWh,1
2025-10-03,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,420.9,7.02,126.27,420.9,kWh,1
2025-10-04,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,65.1,1.09,19.53,65.1,kWh,1
2025-10-05,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,432.9,7.22,129.87,432.9,kWh,1
2025-10-06,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,455.5,7.59,136.65,455.5,kWh,1
2025-10-07,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,456.9,7.62,137.07,456.9,kWh,1
2025-10-08,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,455.9,7.6,136.77,455.9,kWh,1
2025-10-14,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,96.6,1.61,28.98,96.6,kWh,1
2025-10-15,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,447.2,7.45,134.16,447.2,kWh,1
2025-10-16,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,450.9,7.52,135.27,450.9,kWh,1
2025-10-17,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,141.4,2.36,42.42,141.4,kWh,1
2025-10-18,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,395.4,6.59,118.62,395.4,kWh,1
2025-10-19,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,253.5,4.23,76.05,253.5,kWh,1
2025-10-20,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,373.6,6.23,112.08,373.6,kWh,1
2025-10-21,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,436.9,7.28,131.07,436.9,kWh,1
2025-10-22,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,431.1,7.19,129.33,431.1,kWh,1
2025-10-23,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,407.7,6.8,122.31,407.7,kWh,1
2025-10-24,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,87.5,1.46,26.25,87.5,kWh,1
2025-10-25,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,244.6,4.08,73.38,244.6,kWh,1
2025-10-26,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,322.4,5.37,96.72,322.4,kWh,1
2025-10-27,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,314.6,5.24,94.38,314.6,kWh,1
2025-10-28,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,413.2,6.89,123.96,413.2,kWh,1
2025-10-29,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,387.9,6.47,116.37,387.9,kWh,1
2025-10-30,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,400.2,6.67,120.06,400.2,kWh,1
2025-10-31,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,213.9,3.57,64.17,213.9,kWh,1
2025-11-01,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,164.8,2.75,49.44,164.8,kWh,1
2025-11-02,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,397.7,6.63,119.31,397.7,kWh,1
2025-11-03,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,153.8,2.56,46.14,153.8,kWh,1
2025-11-04,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,397.1,6.62,119.13,397.1,kWh,1
2025-11-05,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,107.7,1.8,32.31,107.7,kWh,1
2025-11-06,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,352.4,5.87,105.72,352.4,kWh,1
2025-11-07,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,54.0,0.9,16.2,54.0,kWh,1
2025-11-13,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,215.6,3.59,64.68,215.6,kWh,1
2025-11-14,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,39.7,0.66,11.91,39.7,kWh,1
2025-11-15,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,226.9,3.78,68.07,226.9,kWh,1
2025-11-16,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,244.6,4.08,73.38,244.6,kWh,1
2025-11-17,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,177.8,2.96,53.34,177.8,kWh,1
2025-11-18,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,38.2,0.64,11.46,38.2,kWh,1
2025-11-19,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,338.2,5.64,101.46,338.2,kWh,1
2025-11-20,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,338.6,5.64,101.58,338.6,kWh,1
2025-11-21,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,114.9,1.92,34.47,114.9,kWh,1
2025-11-22,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,188.6,3.14,56.58,188.6,kWh,1
2025-11-23,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,153.6,2.56,46.08,153.6,kWh,1
2025-11-24,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,14.5,0.24,4.35,14.5,kWh,1
2025-11-25,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,120.8,2.01,36.24,120.8,kWh,1
2025-11-26,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,186.9,3.12,56.07,186.9,kWh,1
2025-11-27,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,85.2,1.42,25.56,85.2,kWh,1
2025-11-28,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,11.5,0.19,3.45,11.5,kWh,1
2025-11-29,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,24.4,0.41,7.32,24.4,kWh,1
2025-11-30,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,24.4,0.41,7.32,24.4,kWh,1
2025-12-01,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,40.6,0.68,12.18,40.6,kWh,1
2025-12-02,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,67.7,1.13,20.31,67.7,kWh,1
2025-12-03,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,174.1,2.9,52.23,174.1,kWh,1
2025-12-04,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,192.9,3.22,57.87,192.9,kWh,1
2025-12-05,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,129.4,2.16,38.82,129.4,kWh,1
2025-12-06,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,34.2,0.57,10.26,34.2,kWh,1
2025-12-07,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,40.7,0.68,12.21,40.7,kWh,1
2025-12-25,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,200.6,3.34,60.18,200.6,kWh,1
2025-12-26,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,19.7,0.33,5.91,19.7,kWh,1
2025-12-27,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,68.9,1.15,20.67,68.9,kWh,1
2025-12-28,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,153.7,2.56,46.11,153.7,kWh,1
2025-12-29,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,132.4,2.21,39.72,132.4,kWh,1
2025-12-30,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,195.4,3.26,58.62,195.4,kWh,1
2025-12-31,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,84.1,1.4,25.23,84.1,kWh,1
2026-01-01,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,95.1,1.59,28.53,95.1,kWh,1
2026-01-02,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,59.6,0.99,17.88,59.6,kWh,1
2026-01-03,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,131.6,2.19,39.48,131.6,kWh,1
2026-01-04,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,140.6,2.34,42.18,140.6,kWh,1
2026-01-05,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,67.6,1.13,20.28,67.6,kWh,1
2026-01-06,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,51.7,0.86,15.51,51.7,kWh,1
2026-01-22,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,59.8,1.0,17.94,59.8,kWh,1
2026-01-23,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,165.7,2.76,49.71,165.7,kWh,1
2026-01-24,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,30.5,0.51,9.15,30.5,kWh,1
2026-01-25,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,220.7,3.68,66.21,220.7,kWh,1
2026-01-26,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,129.1,2.15,38.73,129.1,kWh,1
2026-01-27,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,357.8,5.96,107.34,357.8,kWh,1
2026-01-28,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,139.8,2.33,41.94,139.8,kWh,1
2026-01-29,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,248.2,4.14,74.46,248.2,kWh,1
2026-01-30,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,137.9,2.3,41.37,137.9,kWh,1
2026-01-31,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,315.1,5.25,94.53,315.1,kWh,1
2026-02-01,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,155.7,2.6,46.71,155.7,kWh,1
2026-02-02,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,315.5,5.26,94.65,315.5,kWh,1
2026-02-03,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,252.8,4.21,75.84,252.8,kWh,1
2026-02-04,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,159.6,2.66,47.88,159.6,kWh,1
2026-02-05,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,389.7,6.5,116.91,389.7,kWh,1
2026-02-06,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,374.0,6.23,112.2,374.0,kWh,1
2026-02-07,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,305.0,5.08,91.5,305.0,kWh,1
2026-02-08,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,178.8,2.98,53.64,178.8,kWh,1
2026-02-09,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,201.5,3.36,60.45,201.5,kWh,1
2026-02-12,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,198.2,3.3,59.46,198.2,kWh,1
2026-02-13,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,108.8,1.81,32.64,108.8,kWh,1
2026-02-14,1298491919450222487,Perry Farms NE23 Site 2 7005,1308675217948780034,181147023C150026,1147,60.0,254.6,4.24,76.38,254.6,kWh,1
