date,station_id,station_name,inverter_id,inverter_sn,inverter_model,inverter_rated_kw,daily_production_kwh,full_hour,money,raw_energy_value,raw_energy_unit,raw_energy_scale
2026-05-11,1298491919450634628,County of Warner,1308675217950004219,4822200256190035,2220,125.0,859.4,6.88,257.82,859.4,MWh,0.001
2026-05-12,1298491919450634628,County of Warner,1308675217950004219,4822200256190035,2220,125.0,1005.0,8.04,301.5,1005.0,MWh,0.001
2026-05-13,1298491919450634628,County of Warner,1308675217950004219,4822200256190035,2220,125.0,404.0,3.23,121.2,404.0,MWh,0.001
