site_name,date,status,site_total_kwh,incident_id,focus_inverter_name,Symo  Advanced 24.0-3 480 (4) (2344E5)__rated_kw,Symo  Advanced 24.0-3 480 (4) (2344E5)__daily_energy_kwh,Symo  Advanced 24.0-3 480 (4) (2344E5)__specific_yield_kwh_per_kw,Symo  Advanced 24.0-3 480 (4) (2344E5)__relative_specific_yield_vs_site_avg,Symo 24.0-3 480 (1) (ECDEE1)__rated_kw,Symo 24.0-3 480 (1) (ECDEE1)__daily_energy_kwh,Symo 24.0-3 480 (1) (ECDEE1)__specific_yield_kwh_per_kw,Symo 24.0-3 480 (1) (ECDEE1)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (2) (2344D2)__rated_kw,Symo Advanced 24.0-3 480 (2) (2344D2)__daily_energy_kwh,Symo Advanced 24.0-3 480 (2) (2344D2)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (2) (2344D2)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (3) (2344DB)__rated_kw,Symo Advanced 24.0-3 480 (3) (2344DB)__daily_energy_kwh,Symo Advanced 24.0-3 480 (3) (2344DB)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (3) (2344DB)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (5) (2344EE)__rated_kw,Symo Advanced 24.0-3 480 (5) (2344EE)__daily_energy_kwh,Symo Advanced 24.0-3 480 (5) (2344EE)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (5) (2344EE)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (6) (D2487C)__rated_kw,Symo Advanced 24.0-3 480 (6) (D2487C)__daily_energy_kwh,Symo Advanced 24.0-3 480 (6) (D2487C)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (6) (D2487C)__relative_specific_yield_vs_site_avg,Symo Advanced 24.0-3 480 (7) (D3E7E7)__rated_kw,Symo Advanced 24.0-3 480 (7) (D3E7E7)__daily_energy_kwh,Symo Advanced 24.0-3 480 (7) (D3E7E7)__specific_yield_kwh_per_kw,Symo Advanced 24.0-3 480 (7) (D3E7E7)__relative_specific_yield_vs_site_avg
G and C farms south meter,2023-09-20,Normal,1276.86,,,24.0,180.87,7.53625,0.991565,24.0,183.28,7.636667,1.004777,24.0,184.22,7.675833,1.009931,24.0,182.78,7.615833,1.002036,24.0,180.9,7.5375,0.99173,24.0,181.39,7.557917,0.994416,24.0,183.42,7.6425,1.005545
G and C farms south meter,2023-09-21,Normal,1138.82,,,24.0,161.59,6.732917,0.993247,24.0,162.93,6.78875,1.001484,24.0,164.24,6.843333,1.009536,24.0,162.62,6.775833,0.999579,24.0,161.44,6.726667,0.992325,24.0,161.98,6.749167,0.995645,24.0,164.02,6.834167,1.008184
G and C farms south meter,2023-09-22,Normal,887.34,,,24.0,125.73,5.23875,0.991852,24.0,127.5,5.3125,1.005815,24.0,127.74,5.3225,1.007708,24.0,127.68,5.32,1.007235,24.0,125.17,5.215417,0.987434,24.0,126.26,5.260833,0.996033,24.0,127.26,5.3025,1.003922
G and C farms south meter,2023-09-23,Normal,1025.91,,,24.0,145.27,6.052917,0.991208,24.0,147.85,6.160417,1.008812,24.0,147.9,6.1625,1.009153,24.0,147.53,6.147083,1.006628,24.0,144.6,6.025,0.986636,24.0,145.72,6.071667,0.994278,24.0,147.04,6.126667,1.003285
G and C farms south meter,,Marker - 129 additional day(s) without incident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G and C farms south meter,2024-01-31,Normal,1007.9,,,24.0,138.43,5.767917,0.961415,24.0,150.34,6.264167,1.044131,24.0,147.62,6.150833,1.025241,24.0,150.28,6.261667,1.043715,24.0,137.76,5.74,0.956762,24.0,140.59,5.857917,0.976416,24.0,142.88,5.953333,0.992321
G and C farms south meter,2024-02-01,Normal,1071.3,,,24.0,145.95,6.08125,0.953654,24.0,161.87,6.744583,1.057678,24.0,157.34,6.555833,1.028078,24.0,161.86,6.744167,1.057612,24.0,144.82,6.034167,0.946271,24.0,148.76,6.198333,0.972015,24.0,150.7,6.279167,0.984691
G and C farms south meter,2024-02-02,Normal,1060.9,,,24.0,145.93,6.080417,0.962871,24.0,157.95,6.58125,1.042181,24.0,155.03,6.459583,1.022915,24.0,157.88,6.578333,1.041719,24.0,145.36,6.056667,0.95911,24.0,148.4,6.183333,0.979169,24.0,150.35,6.264583,0.992035
G and C farms south meter,2024-02-03,Normal,310.33,,,24.0,43.55,1.814583,0.982341,24.0,45.68,1.903333,1.030387,24.0,44.73,1.86375,1.008958,24.0,45.48,1.895,1.025876,24.0,43.13,1.797083,0.972868,24.0,43.91,1.829583,0.990462,24.0,43.85,1.827083,0.989108
G and C farms south meter,2024-02-04,Normal,106.39,,,24.0,15.56,0.648333,1.02378,24.0,16.28,0.678333,1.071153,24.0,15.65,0.652083,1.029702,24.0,13.32,0.555,0.876398,24.0,17.11,0.712917,1.125764,24.0,14.12,0.588333,0.929035,24.0,14.35,0.597917,0.944168
G and C farms south meter,2024-02-05,sustained_underperformance,235.81,FRONIUS-e5d4623c-5a06-4b45-b2f0--G005,Symo Advanced 24.0-3 480 (3) (2344DB),24.0,32.11,1.337917,0.953183,24.0,41.69,1.737083,1.237564,24.0,37.03,1.542917,1.099232,24.0,22.64,0.943333,0.672066,24.0,42.4,1.766667,1.25864,24.0,31.84,1.326667,0.945168,24.0,28.1,1.170833,0.834146
G and C farms south meter,2024-02-06,sustained_underperformance,204.51,FRONIUS-e5d4623c-5a06-4b45-b2f0--G005,Symo Advanced 24.0-3 480 (3) (2344DB),24.0,30.24,1.26,1.035059,24.0,36.23,1.509583,1.240086,24.0,32.31,1.34625,1.105912,24.0,15.91,0.662917,0.54457,24.0,39.45,1.64375,1.350301,24.0,25.21,1.050417,0.862892,24.0,25.16,1.048333,0.86118
G and C farms south meter,2024-02-07,sustained_underperformance,197.48,FRONIUS-e5d4623c-5a06-4b45-b2f0--G005,Symo Advanced 24.0-3 480 (3) (2344DB),24.0,28.39,1.182917,1.00633,24.0,33.59,1.399583,1.190652,24.0,30.66,1.2775,1.086794,24.0,19.56,0.815,0.693336,24.0,34.87,1.452917,1.236024,24.0,25.33,1.055417,0.897863,24.0,25.08,1.045,0.889001
G and C farms south meter,2024-02-08,sustained_underperformance,212.48,FRONIUS-e5d4623c-5a06-4b45-b2f0--G005,Symo Advanced 24.0-3 480 (3) (2344DB),24.0,31.31,1.304583,1.031485,24.0,33.5,1.395833,1.103633,24.0,31.81,1.325417,1.047957,24.0,22.03,0.917917,0.725762,24.0,38.56,1.606667,1.270331,24.0,29.46,1.2275,0.970538,24.0,25.81,1.075417,0.850292
G and C farms south meter,2024-02-09,sustained_underperformance,239.19,FRONIUS-e5d4623c-5a06-4b45-b2f0--G005,Symo Advanced 24.0-3 480 (3) (2344DB),24.0,32.57,1.357083,0.953175,24.0,37.2,1.55,1.088674,24.0,35.63,1.484583,1.042728,24.0,27.46,1.144167,0.803629,24.0,40.18,1.674167,1.175885,24.0,31.75,1.322917,0.929178,24.0,34.4,1.433333,1.006731
G and C farms south meter,2024-02-10,Normal,739.92,,,24.0,104.53,4.355417,0.988904,24.0,112.12,4.671667,1.060709,24.0,113.19,4.71625,1.070832,24.0,86.15,3.589583,0.815021,24.0,119.7,4.9875,1.13242,24.0,101.9,4.245833,0.964023,24.0,102.33,4.26375,0.968091
G and C farms south meter,2024-02-11,Normal,549.79,,,24.0,76.95,3.20625,0.979738,24.0,81.83,3.409583,1.041871,24.0,84.7,3.529167,1.078412,24.0,66.28,2.761667,0.843886,24.0,90.8,3.783333,1.156078,24.0,80.1,3.3375,1.019844,24.0,69.13,2.880417,0.880172
G and C farms south meter,2024-02-12,Normal,595.47,,,24.0,79.09,3.295417,0.929736,24.0,90.14,3.755833,1.059634,24.0,87.01,3.625417,1.022839,24.0,87.38,3.640833,1.027189,24.0,87.42,3.6425,1.027659,24.0,88.12,3.671667,1.035888,24.0,76.31,3.179583,0.897056
G and C farms south meter,2024-02-13,Normal,620.87,,,24.0,83.11,3.462917,0.937024,24.0,94.69,3.945417,1.067583,24.0,89.39,3.724583,1.007828,24.0,91.62,3.8175,1.03297,24.0,89.77,3.740417,1.012112,24.0,89.75,3.739583,1.011887,24.0,82.54,3.439167,0.930597
G and C farms south meter,2024-02-14,Normal,903.18,,,24.0,125.95,5.247917,0.976162,24.0,130.53,5.43875,1.011659,24.0,131.03,5.459583,1.015534,24.0,130.24,5.426667,1.009411,24.0,128.66,5.360833,0.997166,24.0,128.22,5.3425,0.993755,24.0,128.55,5.35625,0.996313
G and C farms south meter,,Marker - 284 additional day(s) without incident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G and C farms south meter,2024-11-25,Normal,126.23,,,24.0,16.07,0.669583,0.891151,24.0,16.56,0.69,0.918324,24.0,17.4,0.725,0.964905,24.0,21.36,0.89,1.184504,24.0,16.78,0.699167,0.930524,24.0,18.11,0.754583,1.004278,24.0,19.95,0.83125,1.106314
G and C farms south meter,2024-11-26,Normal,128.6,,,24.0,14.8,0.616667,0.805599,24.0,18.39,0.76625,1.001011,24.0,18.52,0.771667,1.008087,24.0,25.23,1.05125,1.373328,24.0,14.9,0.620833,0.811042,24.0,17.45,0.727083,0.949844,24.0,19.31,0.804583,1.051089
G and C farms south meter,2024-11-27,Normal,89.83,,,24.0,11.89,0.495417,0.926528,24.0,12.0,0.5,0.9351,24.0,11.91,0.49625,0.928086,24.0,14.46,0.6025,1.126795,24.0,12.05,0.502083,0.938996,24.0,13.47,0.56125,1.049649,24.0,14.05,0.585417,1.094846
G and C farms south meter,2024-11-28,Normal,142.9,,,24.0,17.4,0.725,0.852344,24.0,21.39,0.89125,1.047796,24.0,22.67,0.944583,1.110497,24.0,24.65,1.027083,1.207488,24.0,16.91,0.704583,0.828341,24.0,17.69,0.737083,0.86655,24.0,22.19,0.924583,1.086984
G and C farms south meter,2024-11-29,Normal,111.23,,,24.0,14.13,0.58875,0.889239,24.0,16.81,0.700417,1.057898,24.0,16.28,0.678333,1.024544,24.0,18.04,0.751667,1.135305,24.0,14.25,0.59375,0.89679,24.0,14.09,0.587083,0.886721,24.0,17.63,0.734583,1.109503
G and C farms south meter,2024-11-30,sustained_underperformance,223.05,FRONIUS-e5d4623c-5a06-4b45-b2f0--G006,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,22.03,0.917917,0.69137,24.0,34.44,1.435,1.080834,24.0,37.8,1.575,1.186281,24.0,49.26,2.0525,1.545931,24.0,19.8,0.825,0.621385,24.0,23.66,0.985833,0.742524,24.0,36.06,1.5025,1.131675
G and C farms south meter,2024-12-01,sustained_underperformance,238.19,FRONIUS-e5d4623c-5a06-4b45-b2f0--G006,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,22.48,0.936667,0.660649,24.0,36.9,1.5375,1.084428,24.0,41.81,1.742083,1.228725,24.0,52.99,2.207917,1.557286,24.0,19.02,0.7925,0.558966,24.0,26.94,1.1225,0.791721,24.0,38.05,1.585417,1.118225
G and C farms south meter,2024-12-02,sustained_underperformance,466.64,FRONIUS-e5d4623c-5a06-4b45-b2f0--G006,"Symo  Advanced 24.0-3 480 (4) (2344E5), Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,46.85,1.952083,0.70279,24.0,63.57,2.64875,0.953604,24.0,77.05,3.210417,1.155816,24.0,89.39,3.724583,1.340927,24.0,44.07,1.83625,0.661088,24.0,72.64,3.026667,1.089662,24.0,73.07,3.044583,1.096113
G and C farms south meter,2024-12-03,Normal,476.28,,,24.0,65.52,2.73,0.962963,24.0,69.94,2.914167,1.027925,24.0,71.75,2.989583,1.054527,24.0,74.93,3.122083,1.101264,24.0,61.61,2.567083,0.905497,24.0,65.67,2.73625,0.965168,24.0,66.86,2.785833,0.982657
G and C farms south meter,2024-12-04,Normal,535.19,,,24.0,72.34,3.014167,0.946169,24.0,78.62,3.275833,1.028308,24.0,79.29,3.30375,1.037071,24.0,81.34,3.389167,1.063884,24.0,74.49,3.10375,0.97429,24.0,74.21,3.092083,0.970627,24.0,74.9,3.120833,0.979652
G and C farms south meter,2024-12-05,Normal,711.75,,,24.0,89.32,3.721667,0.878455,24.0,120.25,5.010417,1.182648,24.0,109.98,4.5825,1.081644,24.0,120.83,5.034583,1.188353,24.0,87.78,3.6575,0.863309,24.0,92.15,3.839583,0.906287,24.0,91.44,3.81,0.899305
G and C farms south meter,2024-12-06,Normal,509.16,,,24.0,68.49,2.85375,0.94161,24.0,80.12,3.338333,1.101501,24.0,74.74,3.114167,1.027536,24.0,79.73,3.322083,1.096139,24.0,67.34,2.805833,0.925799,24.0,69.08,2.878333,0.949721,24.0,69.66,2.9025,0.957695
G and C farms south meter,2024-12-07,Normal,321.23,,,24.0,44.03,1.834583,0.959468,24.0,49.11,2.04625,1.070168,24.0,46.56,1.94,1.0146,24.0,49.03,2.042917,1.068424,24.0,43.55,1.814583,0.949008,24.0,44.63,1.859583,0.972543,24.0,44.32,1.846667,0.965788
G and C farms south meter,,Marker - 35 additional day(s) without incident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G and C farms south meter,2025-01-12,Normal,58.7,,,24.0,8.43,0.35125,1.005281,24.0,7.97,0.332083,0.950426,24.0,7.4,0.308333,0.882453,24.0,7.24,0.301667,0.863373,24.0,8.98,0.374167,1.070869,24.0,9.2,0.383333,1.097104,24.0,9.48,0.395,1.130494
G and C farms south meter,2025-01-13,Normal,281.86,,,24.0,48.59,2.024583,1.206734,24.0,32.96,1.373333,0.818562,24.0,32.68,1.361667,0.811609,24.0,21.9,0.9125,0.543887,24.0,43.34,1.805833,1.07635,24.0,48.91,2.037917,1.214681,24.0,53.48,2.228333,1.328177
G and C farms south meter,2025-01-14,Normal,455.73,,,24.0,66.38,2.765833,1.019595,24.0,65.8,2.741667,1.010686,24.0,61.01,2.542083,0.937112,24.0,60.11,2.504583,0.923288,24.0,62.5,2.604167,0.959998,24.0,71.75,2.989583,1.102078,24.0,68.18,2.840833,1.047243
G and C farms south meter,2025-01-15,Normal,896.45,,,24.0,117.45,4.89375,0.917118,24.0,144.24,6.01,1.126309,24.0,134.1,5.5875,1.04713,24.0,143.8,5.991667,1.122874,24.0,115.85,4.827083,0.904624,24.0,121.26,5.0525,0.946868,24.0,119.75,4.989583,0.935077
G and C farms south meter,2025-01-16,Normal,676.95,,,24.0,93.86,3.910833,0.970559,24.0,100.01,4.167083,1.034153,24.0,98.98,4.124167,1.023502,24.0,99.95,4.164583,1.033533,24.0,93.37,3.890417,0.965492,24.0,95.0,3.958333,0.982347,24.0,95.78,3.990833,0.990413
G and C farms south meter,2025-01-17,sustained_underperformance,234.4,FRONIUS-e5d4623c-5a06-4b45-b2f0--G007,"Symo Advanced 24.0-3 480 (5) (2344EE), Symo Advanced 24.0-3 480 (6) (D2487C)",24.0,27.95,1.164583,0.834684,24.0,35.8,1.491667,1.069113,24.0,50.12,2.088333,1.496758,24.0,39.8,1.658333,1.188567,24.0,29.94,1.2475,0.894113,24.0,19.64,0.818333,0.586519,24.0,31.15,1.297917,0.930247
G and C farms south meter,2025-01-18,sustained_underperformance,361.85,FRONIUS-e5d4623c-5a06-4b45-b2f0--G007,"Symo Advanced 24.0-3 480 (5) (2344EE), Symo Advanced 24.0-3 480 (6) (D2487C)",24.0,41.3,1.720833,0.79895,24.0,56.59,2.357917,1.094735,24.0,68.65,2.860417,1.328036,24.0,62.71,2.612917,1.213127,24.0,40.24,1.676667,0.778444,24.0,33.12,1.38,0.640707,24.0,59.24,2.468333,1.146
G and C farms south meter,2025-01-19,sustained_underperformance,424.84,FRONIUS-e5d4623c-5a06-4b45-b2f0--G007,"Symo Advanced 24.0-3 480 (5) (2344EE), Symo Advanced 24.0-3 480 (6) (D2487C)",24.0,45.49,1.895417,0.749529,24.0,59.77,2.490417,0.984818,24.0,87.24,3.635,1.437435,24.0,75.98,3.165833,1.251907,24.0,44.77,1.865417,0.737666,24.0,35.1,1.4625,0.578335,24.0,76.49,3.187083,1.26031
G and C farms south meter,2025-01-20,sustained_underperformance,587.05,FRONIUS-e5d4623c-5a06-4b45-b2f0--G007,"Symo Advanced 24.0-3 480 (5) (2344EE), Symo Advanced 24.0-3 480 (6) (D2487C)",24.0,53.21,2.217083,0.634477,24.0,80.31,3.34625,0.957619,24.0,102.65,4.277083,1.224001,24.0,105.64,4.401667,1.259654,24.0,56.26,2.344167,0.670846,24.0,92.63,3.859583,1.104523,24.0,96.35,4.014583,1.14888
G and C farms south meter,2025-01-21,Normal,462.91,,,24.0,64.65,2.69375,0.97762,24.0,69.02,2.875833,1.043702,24.0,65.75,2.739583,0.994254,24.0,68.07,2.83625,1.029336,24.0,64.99,2.707917,0.982761,24.0,65.23,2.717917,0.98639,24.0,65.2,2.716667,0.985937
G and C farms south meter,2025-01-22,Normal,291.4,,,24.0,44.11,1.837917,1.059609,24.0,43.75,1.822917,1.050961,24.0,45.3,1.8875,1.088195,24.0,43.26,1.8025,1.03919,24.0,41.69,1.737083,1.001476,24.0,35.33,1.472083,0.848696,24.0,37.96,1.581667,0.911874
G and C farms south meter,2025-01-23,Normal,296.73,,,24.0,42.45,1.76875,1.001415,24.0,45.13,1.880417,1.064638,24.0,43.9,1.829167,1.035622,24.0,43.46,1.810833,1.025242,24.0,41.78,1.740833,0.98561,24.0,39.42,1.6425,0.929936,24.0,40.59,1.69125,0.957537
G and C farms south meter,2025-01-24,Normal,428.41,,,24.0,62.83,2.617917,1.02661,24.0,66.12,2.755,1.080367,24.0,59.1,2.4625,0.965664,24.0,56.19,2.34125,0.918116,24.0,63.29,2.637083,1.034126,24.0,63.46,2.644167,1.036904,24.0,57.42,2.3925,0.938213
G and C farms south meter,2025-01-25,Normal,644.82,,,24.0,89.8,3.741667,0.974846,24.0,98.91,4.12125,1.073742,24.0,93.91,3.912917,1.019463,24.0,95.5,3.979167,1.036723,24.0,89.51,3.729583,0.971698,24.0,90.69,3.77875,0.984507,24.0,86.5,3.604167,0.939022
G and C farms south meter,,Marker - 21 additional day(s) without incident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G and C farms south meter,2025-02-16,Normal,302.06,,,24.0,39.94,1.664167,0.925578,24.0,46.23,1.92625,1.071343,24.0,47.68,1.986667,1.104946,24.0,44.01,1.83375,1.019897,24.0,35.19,1.46625,0.8155,24.0,45.66,1.9025,1.058134,24.0,43.35,1.80625,1.004602
G and C farms south meter,2025-02-17,Normal,533.63,,,24.0,70.1,2.920833,0.919551,24.0,76.92,3.205,1.009014,24.0,76.08,3.17,0.997995,24.0,69.1,2.879167,0.906433,24.0,51.31,2.137917,0.673069,24.0,106.57,4.440417,1.397954,24.0,83.55,3.48125,1.095984
G and C farms south meter,2025-02-18,Normal,608.19,,,24.0,75.12,3.13,0.864598,24.0,79.47,3.31125,0.914665,24.0,82.61,3.442083,0.950805,24.0,81.75,3.40625,0.940907,24.0,52.5,2.1875,0.604252,24.0,128.77,5.365417,1.482086,24.0,107.97,4.49875,1.242687
G and C farms south meter,2025-02-19,Normal,929.04,,,24.0,130.82,5.450833,0.985684,24.0,111.87,4.66125,0.842902,24.0,137.77,5.740417,1.03805,24.0,136.9,5.704167,1.031495,24.0,139.07,5.794583,1.047845,24.0,138.27,5.76125,1.041817,24.0,134.34,5.5975,1.012206
G and C farms south meter,2025-02-20,Normal,714.38,,,24.0,127.18,5.299167,1.2462,24.0,118.57,4.940417,1.161833,24.0,94.71,3.94625,0.928035,24.0,103.62,4.3175,1.015342,24.0,100.74,4.1975,0.987122,24.0,89.26,3.719167,0.874633,24.0,80.3,3.345833,0.786836
G and C farms south meter,2025-02-21,site_missing_data,766.89,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,128.27,5.344583,1.17082,24.0,131.94,5.4975,1.204319,24.0,103.51,4.312917,0.944816,24.0,129.31,5.387917,1.180313,24.0,38.36,1.598333,0.350141,24.0,127.64,5.318333,1.165069,24.0,107.86,4.494167,0.984522
G and C farms south meter,2025-02-22,site_missing_data,984.62,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,156.93,6.53875,1.115669,24.0,160.67,6.694583,1.142258,24.0,129.56,5.398333,0.921086,24.0,158.98,6.624167,1.130243,24.0,86.83,3.617917,0.617304,24.0,156.82,6.534167,1.114887,24.0,134.83,5.617917,0.958553
G and C farms south meter,2025-02-23,site_missing_data,890.66,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,137.98,5.749167,1.084432,24.0,140.92,5.871667,1.107538,24.0,121.66,5.069167,0.956167,24.0,139.34,5.805833,1.09512,24.0,96.71,4.029583,0.760077,24.0,137.62,5.734167,1.081602,24.0,116.43,4.85125,0.915063
G and C farms south meter,2025-02-24,site_missing_data,766.89,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-02-25,site_missing_data,828.775,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-02-26,site_missing_data,890.66,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-02-27,site_missing_data,828.775,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-02-28,site_missing_data,890.66,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-03-01,site_missing_data,890.66,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-03-02,site_missing_data,417.21,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-03-03,site_missing_data,417.21,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-03-04,site_missing_data,651.43,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-03-05,site_missing_data,885.65,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-03-06,site_missing_data,735.035,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-03-07,site_missing_data,837.16,FRONIUS-e5d4623c-5a06-4b45-b2f0--G008,"ALL_INVERTERS, Symo Advanced 24.0-3 480 (5) (2344EE)",24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,,24.0,0.0,0.0,
G and C farms south meter,2025-03-08,Normal,4.52,,,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,4.52,0.188333,7.0,24.0,0.0,0.0,0.0
G and C farms south meter,2025-03-09,Normal,417.21,,,24.0,63.28,2.636667,1.06172,24.0,80.67,3.36125,1.353491,24.0,57.54,2.3975,0.965413,24.0,64.82,2.700833,1.087558,24.0,33.41,1.392083,0.560557,24.0,73.41,3.05875,1.231682,24.0,44.08,1.836667,0.73958
G and C farms south meter,,Marker - 0 additional day(s) without incident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G and C farms south meter,2025-03-10,Normal,885.65,,,24.0,142.82,5.950833,1.128821,24.0,150.76,6.281667,1.191577,24.0,78.6,3.275,0.621239,24.0,147.49,6.145417,1.165731,24.0,99.49,4.145417,0.786349,24.0,142.57,5.940417,1.126845,24.0,123.92,5.163333,0.979439
G and C farms south meter,2025-03-11,Normal,995.44,,,24.0,151.47,6.31125,1.065147,24.0,153.35,6.389583,1.078367,24.0,137.43,5.72625,0.966417,24.0,152.97,6.37375,1.075695,24.0,113.94,4.7475,0.801234,24.0,151.64,6.318333,1.066343,24.0,134.64,5.61,0.946797
G and C farms south meter,2025-03-12,sustained_underperformance,1010.62,FRONIUS-e5d4623c-5a06-4b45-b2f0--G009,Symo Advanced 24.0-3 480 (5) (2344EE),24.0,155.79,6.49125,1.07907,24.0,158.24,6.593333,1.09604,24.0,139.18,5.799167,0.964022,24.0,157.83,6.57625,1.0932,24.0,108.72,4.53,0.753043,24.0,156.09,6.50375,1.081148,24.0,134.77,5.615417,0.933476
G and C farms south meter,2025-03-13,sustained_underperformance,584.42,FRONIUS-e5d4623c-5a06-4b45-b2f0--G009,Symo Advanced 24.0-3 480 (5) (2344EE),24.0,94.44,3.935,1.131173,24.0,97.29,4.05375,1.165309,24.0,75.75,3.15625,0.90731,24.0,96.68,4.028333,1.158003,24.0,54.34,2.264167,0.650868,24.0,94.58,3.940833,1.13285,24.0,71.34,2.9725,0.854488
